Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
6.84,43.45,1.19,0.655,G2V,20.02995,1
5.49,12.29,0.89,1.021,K1/K2III,15.937759,0
7.58,13.76,1.03,0.516,F6V,18.273092,1
9.82,11.6,1.06,0.677,G5/G6IV/V,20.142288,1
8.66,4.66,1.03,0.965,K0III,17.00193,0
9.74,6.25,1.53,0.486,F6V,18.7194,1
8.08,4.46,1.12,0.989,K0III/IV,16.326675,1
9.77,6.67,1.5,0.306,A8/A9V,18.890629,1
8.86,8.88,1.23,0.455,F3V,18.602064,1
9.13,1.38,0.79,0.239,A2/A3IV,14.829395,1
8.85,3.31,0.8,1.298,K3II/III,16.44914,0
5.89,3.29,0.74,1.599,K5III,13.475979,0
6.43,6.69,0.92,-0.146,B8IIIsp...,15.557131,0
8.75,4.47,1.83,0.505,F5/F6V,17.001537,1
9.24,13.33,1.04,0.763,G8V,19.864151,1
8.17,1.34,1.1,1.14,K0III,13.805524,0
7.57,34.73,3.83,0.702,G5/G6V,20.273523,1
8.83,11.34,1.97,0.7,G5V,19.103065,1
7.84,4.26,1.0,1.14,K1IIICN...,15.987048,0
7.55,5.32,0.92,1.052,K1III,16.179558,0
9.1,6.21,1.18,0.553,F8V,18.065458,1
8.67,7.85,1.17,0.513,F5V,18.144348,1
7.26,12.38,1.08,0.424,F3V,17.723602,1
7.03,5.43,1.12,0.147,A3III/IV,15.704,1
7.57,8.3,0.86,0.173,A3V,17.16539,1
9.14,1.66,1.38,1.356,K2III,15.2405405,0
6.98,1.55,0.72,1.843,K2II:p,12.931658,0
8.66,2.02,1.08,1.476,K3/K4III:,15.186756,0
9.43,16.47,2.47,0.668,K0V,20.51347,1
3.88,23.28,0.98,1.013,K0III,15.714915,0
10.48,6.16,3.88,0.506,F5/F6IV/V,19.427902,1
9.07,2.49,1.36,0.988,K0III,16.050997,0
7.84,0.69,1.08,1.195,G8III,12.0342455,0
7.43,2.55,0.63,1.26,K1III,14.4627,0
3.6,28.48,0.77,1.065,K0III,15.8727,0
7.24,14.48,0.62,0.893,G8/K0IV,18.043842,1
10.22,4.13,1.72,0.591,F6V,18.299751,1
8.03,16.81,1.01,0.725,G5III,19.157839,0
8.41,5.86,1.14,0.398,F0V,17.249489,1
7.02,2.18,0.73,1.499,K5III,13.712282,0
6.86,6.48,0.94,1.096,K1IIICNIV,15.917875,1
9.16,0.98,1.17,1.187,K1/K2III,14.116131,0
8.69,11.97,1.25,0.544,G1V,19.080471,1
10.23,3.89,1.76,0.642,G2V,18.179749,1
6.9,14.91,0.9,0.534,G0V,17.767387,1
8.61,5.44,0.77,0.468,F3/F5V,17.287994,1
9.39,5.2,4.03,0.459,F3V,17.970016,1
7.38,5.58,0.89,1.108,K0III,16.11317,0
8.73,3.4,0.93,1.036,K0III,16.387394,0
8.99,1.64,1.34,0.463,F3V,15.0642185,1
5.92,4.93,0.82,1.104,G8III,14.384234,0
6.15,8.6,0.79,0.911,G5IV,15.822493,1
8.99,4.25,1.45,1.134,K0III,17.131945,0
9.09,16.75,1.37,0.763,G8V,20.210073,1
6.15,24.2,0.51,0.448,F5/F6IV/V,18.069077,1
8.38,3.25,0.85,0.915,G6III/IV,15.939417,1
8.5,5.07,1.56,0.406,F2III/IV,17.02504,1
9.28,9.19,0.78,0.513,F6V,19.096577,1
8.85,4.21,1.4,1.01,G8/K0III,16.97141,0
9.14,3.64,1.77,1.038,K0/K1IV,16.945507,1
9.27,21.9,3.1,0.999,K3V,20.972221,1
6.41,7.9,0.59,0.888,G6II/III,15.898135,0
8.91,7.44,1.23,1.006,K1/K2III,18.267864,0
9.46,3.73,1.18,0.648,G3V,17.318544,1
7.05,4.12,0.84,1.626,M2III,15.124486,0
8.17,4.33,0.8,1.127,K1IIICN...,16.35244,0
5.04,6.4,0.87,-0.15,B4V,14.0709,1
8.07,16.11,0.92,0.517,F7V,19.105478,1
7.2,2.84,0.86,1.599,K5III,14.466592,0
9.28,3.79,1.2,0.559,F7/F8V,17.173195,1
5.44,4.63,0.74,1.076,G6III,13.767904,0
4.95,18.71,0.73,0.17,A5V,16.310368,1
9.1,24.04,5.66,0.772,G8/K0V:,21.004673,1
9.35,0.87,2.47,0.43,B0III,14.047596,0
8.99,10.95,1.52,0.617,G2V,19.18707,1
6.12,8.98,0.58,0.162,A5III,15.886382,0
2.86,45.74,0.55,0.29,F0V,16.161482,1
7.52,3.38,0.75,1.212,K1III,15.164583,0
9.41,28.66,1.41,0.863,K0V,21.69638,1
9.45,4.4,1.05,0.434,F2V,17.667263,1
8.43,3.84,1.35,1.086,K0III,16.351658,0
9.06,0.27,1.29,1.073,K0III,11.21682,0
10.48,25.12,2.54,1.246,K7V:,22.480099,1
7.66,5.42,0.58,0.463,F3II,16.329996,0
10.38,6.07,1.75,0.3,A8/A9V,19.295944,1
7.96,8.04,1.03,1.019,K0III,17.48628,0
8.8,6.35,1.36,0.725,G3/G5V,17.81387,1
8.36,2.42,0.93,1.113,K1IIICN...,15.279077,0
7.83,4.04,1.06,1.001,G8/K0III,15.861907,0
8.12,5.69,0.94,0.353,F2III/IV,16.895561,1
9.72,-1.95,3.24,0.456,F3V,16.170174,1
5.15,8.76,0.64,1.471,K5III,14.86252,0
4.84,9.05,0.73,1.372,K4III,14.623243,0
7.94,6.52,0.6,0.397,F0II/III,17.011238,0
8.32,2.14,0.97,1.506,K4III,14.972069,0
9.88,10.53,2.99,0.545,F7/F8IV/V,19.992142,1
7.57,5.14,0.76,0.312,A9V,16.124815,1
9.57,9.22,1.58,0.602,G0V,19.393654,1
8.36,10.72,0.83,0.453,F5V,18.510975,1
8.78,2.69,0.87,1.288,K2/K3III,15.9287615,0
9.8,22.52,1.48,0.855,K0V,21.562843,1
9.29,4.96,1.2,1.335,K3III,17.767408,0
8.85,3.09,1.15,0.048,A1V,16.299793,1
8.35,6.55,1.18,0.478,F3V,17.431206,1
8.71,13.15,0.85,0.614,G1/G2V,19.30463,1
9.01,1.43,0.91,1.06,G8III,14.78668,0
7.28,11.96,0.84,0.446,F5V,17.668655,1
8.32,2.76,1.27,1.154,K0III,15.524546,0
6.71,6.57,0.54,0.883,G8III,15.797828,0
9.31,11.58,1.4,0.667,G3V,19.628544,1
7.81,6.35,0.98,0.446,F5V,16.823868,1
8.82,0.21,0.93,1.183,K0/K1III,10.431096,0
10.56,20.85,2.04,1.086,K4V,22.15553,1
9.27,1.78,1.04,1.446,K4/K5III,15.5221,0
7.71,5.1,1.09,1.368,K3III,16.247852,0
4.98,2.71,0.9,1.378,K3II-III,12.144846,0
7.65,5.29,0.8,1.122,K1III,16.267279,0
6.36,13.96,0.9,0.238,A3III,17.084429,0
8.56,3.03,0.75,1.369,K3III,15.967214,0
8.55,4.28,0.95,1.051,K0III,16.707218,0
8.17,10.92,1.04,0.478,F3V,18.361115,1
8.42,4.18,1.24,1.05,G8III,16.52588,0
11.94,12.12,4.89,1.093,K7V:,22.357513,1
8.75,14.55,0.84,0.594,G1V,19.564316,1
6.43,5.05,0.58,1.26,K2/K3III,14.946457,0
7.23,5.47,0.85,1.096,K1III,15.919937,0
8.87,-0.11,1.38,2.024,M2Ib,9.076963,0
9.58,1.79,1.35,0.204,B1.5III,15.844265,0
8.25,3.92,1.2,1.22,K0III,16.21643,0
5.69,1.67,0.69,1.435,K0Ib+...,11.803582,0
9.7,2.87,1.32,0.482,F3V,16.98941,1
8.17,-0.86,1.15,0.899,G8III,12.842492,0
9.91,3.97,1.54,0.737,G8V:,17.903954,1
9.16,4.81,1.11,0.232,A2III,17.570724,0
8.4,3.44,0.99,1.147,K2III,16.08279,0
6.24,7.78,0.81,0.976,K0III,15.694898,0
7.34,1.69,0.93,1.201,K0III,13.479433,0
8.93,11.52,1.2,0.64,G2/G3V,19.237263,1
7.37,1.66,1.0,1.612,M2/M3III,13.47054,0
9.8,3.68,1.46,0.455,F2V,17.62924,1
8.62,2.7,1.71,0.403,F3V,15.776819,1
7.15,23.3,0.86,0.712,G6IV,18.986778,1
8.9,3.73,1.22,1.15,K1III,16.758545,0
8.57,1.19,1.2,1.035,K1III,13.947735,0
7.42,5.97,0.83,-0.016,A0V,16.299871,1
8.33,2.07,1.28,1.047,K0III,14.909851,0
8.94,5.12,1.25,0.676,G3V,17.486351,1
10.12,4.35,1.6,0.48,F3/F5V,18.312447,1
8.07,11.54,0.67,0.365,F2IV/V,18.38103,1
9.87,8.07,1.72,0.623,G2/G3V,19.404367,1
7.82,0.01,1.0,1.093,K1III,2.8200002,0
6.33,3.19,0.71,0.013,B7II,13.848953,0
8.94,1.56,1.0,1.419,K4III,14.9056225,0
7.93,3.04,0.75,1.399,K3III,15.344368,0
9.3,4.36,1.46,0.972,K2III,17.497433,0
6.01,2.81,0.83,-0.03,B9IV-Vn,13.253532,1
9.51,14.64,1.1,0.74,G8V,20.337706,1
8.02,14.08,0.93,0.556,G0V,18.763014,1
9.58,17.12,1.53,0.821,G8V,20.747519,1
7.88,0.58,1.78,0.83,G5III/IV,11.69714,1
7.47,14.53,1.21,0.55,F8V,18.281328,1
5.14,41.01,0.89,0.448,F5V,18.204449,1
8.25,9.81,1.21,0.448,F5V,18.208345,1
8.15,4.44,0.94,1.045,G8/K0III,16.386913,0
9.04,3.33,1.36,1.518,K3/K4III,16.652222,0
8.29,6.31,1.69,0.4,F7V,17.290146,1
7.05,2.8,0.77,1.615,M2/M3III,14.28579,0
8.14,8.12,0.82,0.433,F3V,17.68778,1
7.76,0.8,0.9,1.472,K5/M0III,12.27545,0
8.48,-0.68,1.16,0.651,B6Iab,12.642544,0
7.81,3.17,0.8,1.642,M1/M2III,15.315296,0
11.18,3.24,2.04,0.117,A0Ia:,18.732725,0
8.38,5.52,1.07,0.318,A9III,17.089695,0
6.33,17.15,0.78,0.461,F6V,17.50132,1
7.18,2.3,0.78,0.031,B1V SB,13.988639,1
9.01,4.43,1.33,1.015,G8/K0IV,17.24202,1
8.3,3.19,1.01,1.007,G8III,15.818954,0
8.95,3.97,1.05,1.052,G8/K0III,16.943953,0
8.88,2.79,0.81,1.143,K0III,16.10802,0
9.3,5.62,1.08,0.409,F2V,18.048683,1
8.43,2.19,1.41,0.1,A5IV,15.132221,1
7.91,7.61,0.95,0.423,F3V,17.316923,1
9.52,9.2,1.21,0.444,F5V,19.33894,1
8.71,-0.06,0.95,1.211,K1III,7.6007566,0
9.11,0.63,1.18,1.168,K1III,13.106703,0
8.14,6.54,1.22,0.388,F2IV/V,17.217888,1
8.63,0.52,1.04,1.219,K1III,12.210016,0
9.09,-0.66,0.93,1.453,K3III,13.187719,0
9.54,5.68,1.34,0.495,F7/F8V,18.31174,1
8.91,-0.24,1.17,1.269,K2III,10.811056,0
7.79,5.54,0.82,0.334,F2V,16.50755,1
7.56,3.39,0.81,1.169,K0/K1III,15.210999,0
8.51,9.83,0.83,0.504,F8IV/V,18.472767,1
9.72,9.92,1.46,0.557,G1V,19.702559,1
9.58,12.22,1.01,0.625,G3V,20.015356,1
9.36,8.2,1.48,0.724,G5V,18.92907,1
5.93,12.45,0.74,0.141,A1V,16.405846,1
8.66,3.7,1.41,1.052,K0/K1IIIp..,16.501009,0
7.76,0.44,0.97,1.316,K2III,10.977263,0
8.26,0.72,1.04,0.47,B1Ibp,12.546663,0
7.92,6.42,1.07,0.108,A2V,16.957676,1
9.15,0.14,1.1,1.157,K3III,9.88064,0
9.39,8.3,1.3,0.593,F7V,18.98539,1
5.57,8.09,0.66,0.697,G0III,15.109743,0
9.62,5.34,1.45,0.553,F6V,18.257706,1
8.14,1.15,0.94,0.02,B1.5III-IVn,13.443489,1
9.21,2.88,1.29,0.577,F6V,16.506962,1
7.77,2.75,1.07,1.391,M4III,14.966663,0
6.12,7.38,0.92,0.919,G8II-III,15.460281,0
8.28,2.29,1.08,0.984,K0III/IV,15.079178,1
8.79,0.21,1.39,1.161,K1III,10.401096,0
9.32,2.61,1.38,0.923,G8III,16.403202,0
7.61,4.51,0.95,1.132,K0II-III,15.880882,0
9.65,3.58,0.93,0.466,F0/F2IV/V,17.419415,1
8.55,4.39,1.09,1.205,K1III,16.762321,0
9.5,5.41,2.4,0.646,G2/G3V,18.165985,1
7.15,8.03,0.94,0.866,G5III:+...,16.673578,0
9.41,7.62,1.21,0.692,G3V,18.819775,1
7.35,2.03,0.84,1.689,M1III:,13.88748,0
5.25,15.02,0.72,1.044,K1II/III,16.13335,0
9.17,6.55,1.23,1.015,K1III,18.251205,0
5.68,10.3,0.58,1.051,K1III,15.744186,0
8.33,2.76,0.84,0.39,B3Vne,15.534546,1
5.79,10.74,0.76,1.073,K0III,15.945022,0
8.17,15.34,1.1,0.636,G8/K0V,19.099127,1
8.49,13.16,1.04,0.575,F8V,19.08628,1
9.98,4.43,1.14,0.546,F8V,18.212019,1
7.69,7.93,0.69,0.453,F5V,17.186365,1
6.2,23.82,0.87,0.443,F7IV-V,18.08471,1
8.73,0.5,1.26,1.341,K2IV/V,12.22485,1
6.58,3.41,0.56,0.008,B9V,14.2437725,1
9.22,4.49,1.19,0.568,F7V,17.481232,1
6.43,4.47,0.81,1.482,K4III,14.681538,0
7.53,23.9,0.85,0.577,G0V,19.42199,1
8.97,6.46,2.25,1.047,K1III,18.021164,0
8.77,6.29,1.56,0.539,F7V,17.763252,1
7.42,4.37,0.69,1.395,K4III,15.622408,0
8.34,4.09,1.16,1.14,K1III,16.398617,0
6.67,11.91,0.66,0.33,F0V,17.049559,1
8.46,0.88,1.14,1.097,K1III,13.182413,0
7.98,3.87,0.95,1.13,K0III,15.918554,0
9.35,12.68,1.23,0.748,K0/1V (+K),19.865597,1
9.12,3.79,0.94,0.58,F2III,17.013195,0
8.92,8.44,1.12,0.542,F7V,18.551712,1
10.98,12.88,2.37,1.013,K3V,21.52958,1
8.47,4.6,1.02,1.136,K1III,16.78379,0
8.82,0.36,1.03,0.538,B1II,11.601513,0
6.44,6.3,2.07,1.071,K0III,15.436703,0
8.55,0.36,0.87,1.093,G8III,11.331512,0
7.87,2.63,0.87,1.176,K1III,14.969778,0
8.82,3.49,1.32,0.541,F5V,16.534126,1
7.04,4.06,1.05,0.907,K0/1III +G,15.08263,0
8.96,0.87,0.99,0.41,B0.5III,13.657597,0
7.67,3.37,1.15,1.686,M1III,15.308149,0
7.63,16.91,1.15,0.471,F3V,18.770718,1
8.46,10.58,2.15,1.2,F8V,18.582428,1
8.4,2.9,1.08,1.264,K2III,15.71199,0
7.8,2.95,0.75,1.099,F2V,15.149111,1
10.5,2.53,1.59,0.66,B0.5V,17.515602,1
8.76,22.86,0.87,0.743,G6V,20.555382,1
8.77,8.12,1.13,0.551,F6/F7V,18.31778,1
7.41,4.28,0.9,0.947,G6III,15.567219,0
8.51,11.77,1.2,0.613,G3V,18.863882,1
9.07,2.45,1.49,0.891,G8III,16.015831,0
8.74,10.58,1.17,0.524,F6/F7Vw...,18.862427,1
9.03,3.63,1.27,1.349,K1/K2III:,16.829533,0
8.37,7.77,1.89,0.636,G2/G3V,17.822105,1
7.57,20.45,1.08,0.616,G2V,19.123466,1
8.39,15.15,1.24,0.816,K0IV,19.292065,1
7.3,6.62,0.88,1.049,K1III,16.40429,0
5.57,3.32,0.54,-0.023,B9III,13.175691,0
9.09,9.23,0.87,1.014,K1III/IV,18.916008,1
9.39,13.01,1.37,0.605,G2/G3V,19.961388,1
6.91,22.23,0.64,0.65,G1/G2V,18.644697,1
8.04,5.89,0.73,0.206,A7V,16.890575,1
7.83,6.1,0.99,1.024,G6III...,16.756649,0
8.69,-0.43,1.1,1.401,K3III,11.857342,0
7.39,0.79,0.73,1.564,M1III,11.878136,0
6.91,3.2,0.75,1.452,K3III,14.435749,0
7.22,47.36,1.25,1.0,K2V,20.597057,1
7.69,6.32,0.83,1.047,K0III,16.693586,0
8.52,6.51,1.04,0.403,F2V,17.587906,1
7.48,3.62,0.64,1.216,K0III,15.273542,0
8.94,6.02,1.21,0.756,G5V,17.837982,1
7.84,3.35,0.9,0.018,B9V,15.465224,1
7.6,1.69,1.07,1.414,K4III,13.739433,0
7.49,4.88,0.92,1.19,K3III,15.932098,0
9.62,5.84,0.98,0.481,F6V,18.452065,1
7.64,3.49,1.15,1.261,K1III,15.354128,0
7.79,3.69,0.92,1.157,K1III,15.625132,0
8.47,5.7,1.22,1.176,K2III,17.249374,0
7.36,4.73,0.69,1.117,K2IIICN...,15.734306,0
7.94,4.7,1.01,0.997,K0III,16.30049,0
7.77,3.24,1.04,1.073,G8III/IV,15.322725,1
8.05,7.49,0.89,0.518,F5V,17.42241,1
8.36,2.16,1.05,0.939,G8IV,15.032269,1
9.25,2.63,2.01,0.224,A0V,16.34978,1
8.44,2.49,0.99,1.079,K0III,15.420996,0
10.34,3.51,2.61,0.396,F2V,18.066536,1
6.25,3.32,0.76,1.658,M3III,13.85569,0
8.39,6.48,1.24,0.458,F3IV/V,17.447876,1
9.45,7.09,0.89,0.421,F3V,18.703232,1
8.99,2.68,1.18,0.23,A3V,16.130674,1
7.61,3.08,0.92,0.975,G9III,15.052753,0
8.77,1.39,1.44,1.534,M1III,14.485075,0
8.48,3.32,1.0,1.056,K0/K1III,16.08569,0
7.01,7.7,0.81,1.078,K1IV,16.442453,1
6.89,11.5,1.09,0.292,A9V,17.19349,1
8.4,23.21,1.15,0.78,K0V,20.228374,1
8.86,3.89,1.83,1.035,G9II-III,16.809748,0
8.79,-1.25,1.4,1.282,K2III,14.2745495,0
7.67,8.06,0.76,0.271,A8IV,17.201675,1
8.6,1.87,1.29,1.1,K1III,14.9592085,0
7.81,2.2,0.98,1.367,K1/K2III,14.522114,0
9.77,8.84,1.65,0.775,G8/K0V,19.502262,1
9.21,7.08,3.04,0.927,K1III,18.460167,0
9.84,1.04,3.63,0.398,F2V,14.925167,1
9.09,2.91,0.94,0.9,G3III:,16.409466,0
10.59,-4.78,4.18,0.962,F9Ib,18.98714,0
9.9,3.97,1.16,0.453,F0V,17.893951,1
8.78,3.23,1.24,1.048,K0III,16.326012,0
9.05,3.38,1.06,1.083,K0III,16.694584,0
8.97,8.47,1.09,0.574,G0V,18.609417,1
8.13,2.71,1.15,1.089,K0III,15.294847,0
9.89,0.86,2.11,1.159,G8III,14.562492,0
9.65,5.77,1.62,0.52,F5V,18.45588,1
8.71,1.3,1.25,0.977,G8III,14.2797165,0
9.09,3.58,1.48,1.205,G8III,16.859415,0
8.69,1.93,1.36,2.102,M2Ib,15.117786,0
5.59,8.29,0.68,1.163,K2III,15.182773,0
8.03,4.52,0.7,0.947,K0III,16.30569,0
8.95,3.48,1.14,0.475,F3/F5IV/V,16.657896,1
8.32,3.76,1.26,0.1,A1V,16.195938,1
8.65,15.8,1.16,0.637,G5V,19.643284,1
8.0,36.16,1.0,0.78,K1V,20.791142,1
3.59,18.76,0.74,1.275,K3III,14.956165,0
9.39,7.99,1.25,0.605,G1V,18.902733,1
8.06,3.51,1.17,0.911,G8III/IV,15.786536,1
9.86,3.04,3.26,0.495,F6/F7V,17.274368,1
9.78,7.87,1.54,0.771,G3/G5III:,19.259872,0
11.42,-6.63,3.8,0.041,A0Ia,20.527569,0
8.13,1.84,0.99,0.928,G3III,14.454089,0
5.95,16.75,0.82,0.259,F0IV,17.070072,1
7.97,1.07,1.04,1.431,K3III,13.116919,0
7.22,14.95,0.68,0.71,K0/K1III+..,18.093204,0
7.93,11.18,0.94,0.495,F8V,18.172209,1
8.29,5.13,0.76,1.011,K0III,16.840588,0
8.91,5.94,1.73,0.47,F5V,17.77893,1
5.51,12.45,0.81,0.987,G8II,15.9858465,0
8.8,2.98,0.77,1.165,K2III,16.171082,0
8.28,9.62,0.72,0.435,F3V,18.195875,1
8.87,18.19,1.45,0.702,G3V,20.169163,1
6.38,23.16,0.81,0.366,F2V,18.203693,1
8.56,0.77,1.23,1.365,K2III,12.992455,0
7.86,3.45,1.08,1.255,K2III,15.549095,0
6.82,1.13,0.79,-0.055,B2IV-V,12.085392,1
9.9,4.21,1.77,0.498,F5V,18.02141,1
7.6,3.08,1.0,0.976,K0IV,15.042753,1
7.74,5.56,0.73,1.167,K2III,16.465374,0
8.22,5.09,0.97,0.352,F2V,16.75359,1
7.61,1.33,0.98,1.514,K4III,13.229259,0
9.75,33.18,2.07,1.008,K3V,22.354382,1
9.64,-2.13,3.75,1.5,K2III:,16.281898,0
8.81,5.16,0.77,0.411,F2V,17.37325,1
8.89,8.17,1.2,0.647,G3V,18.45111,1
9.0,5.7,1.45,0.5,F7IV,17.779373,1
9.16,5.46,1.02,0.889,G8/K0IV/V,17.845963,1
9.82,3.7,1.38,0.692,F7V,17.661009,1
6.11,1.75,0.83,1.674,M1/M2III,12.325191,0
7.78,4.53,1.05,1.302,M3III,16.060492,0
8.83,7.85,1.2,0.555,G0V,18.304348,1
7.54,-0.2,0.84,1.476,G0Ia,9.04515,0
7.73,1.64,0.85,1.409,K3III,13.804219,0
7.63,5.51,1.02,0.987,K1II-III,16.335758,0
8.83,5.47,1.32,0.25,A3III,17.519936,0
9.46,9.9,1.38,0.546,G1V,19.438175,1
8.99,0.7,1.0,1.363,K3III,13.21549,0
9.11,11.89,1.31,0.83,G8/K0V,19.485909,1
7.79,1.17,0.67,1.45,K3III,13.130929,0
7.48,2.87,0.87,1.532,K5III,14.769409,0
9.15,0.17,1.13,1.47,K3/K4III:,10.302244,0
7.64,5.93,0.95,0.056,A0/A1V,16.505274,1
7.1,-0.18,0.95,0.307,B1III,8.376363,0
9.44,1.82,1.49,0.984,G2III,15.740356,0
8.33,4.26,1.01,1.399,K4III,16.477047,0
5.97,8.67,0.6,-0.008,A0III,15.660095,0
5.94,3.22,0.83,1.548,K5III,13.4792795,0
7.81,3.38,0.75,1.351,K2III,15.454584,0
8.45,4.8,0.91,1.035,K0III,16.856205,0
8.4,5.68,1.13,1.069,K1IIICN...,17.171741,0
9.46,4.02,1.28,1.237,K1III,17.48113,0
9.05,4.62,1.19,0.354,F3IV,17.37321,1
6.49,16.89,0.8,0.616,G1IV,17.628147,1
8.37,3.17,1.14,1.326,K2III,15.875297,0
8.75,1.15,1.35,1.204,K2III,14.053489,0
6.71,5.27,1.01,0.976,K0/K1III,15.319053,0
5.54,10.04,0.86,-0.064,B9V,15.548669,1
9.51,3.01,1.32,1.075,K1III,16.902832,0
6.78,5.96,0.92,1.348,K3III,15.656231,0
8.89,2.8,1.1,1.179,K1III,16.12579,0
11.16,54.91,2.19,1.485,M2V:,24.858257,1
9.4,9.99,1.31,0.598,G5V,19.397827,1
7.59,12.66,0.93,0.481,F5V,18.102169,1
9.49,1.08,1.52,0.209,A3III,14.657119,0
8.17,2.8,0.75,1.109,G8III,15.40579,0
9.54,0.33,1.8,1.194,K1III,12.13257,0
8.62,11.01,1.18,0.448,F5V,18.828938,1
9.7,10.31,2.72,0.716,G8V,19.766293,1
6.8,5.71,0.75,1.293,K3III,15.58318,0
9.14,1.63,1.09,1.415,K2III,15.200939,0
9.51,5.4,4.0,0.566,G0V,18.171968,1
8.14,1.66,1.0,1.18,K0III,14.2405405,0
9.16,7.72,1.4,0.448,F3V,18.598087,1
6.55,4.61,0.87,0.256,A9III,14.868505,0
6.82,0.24,0.88,1.874,M2.5II,8.721056,0
9.32,7.38,1.42,0.529,F3/F5V,18.660282,1
8.66,1.92,1.11,1.331,K0II,15.076506,0
7.56,11.92,0.61,0.419,F5IV-V,17.941381,1
8.41,2.77,1.05,0.084,A1V,15.622399,1
8.21,7.61,0.71,0.329,A8III/IV,17.616924,1
6.18,4.05,0.57,1.607,M3III,14.217276,0
8.3,5.23,1.12,0.411,F2V,16.89251,1
8.72,9.95,4.09,0.428,A9/F0V,18.709114,1
8.23,16.58,1.07,0.626,G5V,19.327923,1
10.34,0.55,1.58,0.53,B2III,14.041814,0
9.09,3.37,0.89,1.104,K1III,16.72815,0
8.78,-2.05,1.52,1.382,K2III/IV,15.338769,1
8.94,14.25,16.39,1.183,K2III,19.709072,0
8.32,5.34,1.07,0.448,F3/F5IV/V,16.957706,1
9.17,5.45,1.34,0.558,F6V,17.851982,1
10.95,0.62,1.57,0.134,A0Ia:,14.911959,0
9.55,0.39,1.45,0.868,B8Ib,12.505323,0
10.11,7.4,1.65,0.566,G1V,19.456158,1
8.56,2.42,0.88,1.347,K2/K3III,15.479077,0
4.9,11.31,0.68,1.231,K2III,15.167313,0
7.96,1.56,0.94,1.6,M2/M3III,13.925623,0
8.55,2.87,1.11,0.902,G8III,15.83941,0
8.09,280.27,1.05,1.56,M1V,25.327883,1
7.9,5.91,0.89,0.469,F3/F5IV,16.757938,1
9.88,4.66,1.54,0.42,F3V,18.221931,1
8.93,3.21,0.78,-0.029,B9IV/V,16.462524,1
5.78,0.97,0.59,0.294,A4III,10.71386,0
9.0,5.99,1.35,0.526,F7V,17.887135,1
5.01,3.24,0.68,0.405,F2II,12.562725,0
7.26,3.93,0.76,0.049,B9V,15.231963,1
8.11,17.29,1.09,0.635,G3V,19.298973,1
8.2,2.49,1.07,0.88,K0III+...,15.180996,0
7.85,4.42,1.13,0.168,B8III,16.07711,0
6.7,1.66,0.61,-0.017,B1V,12.80054,1
10.01,3.08,1.1,0.537,F6IV,17.452753,1
8.0,1.53,1.54,0.953,G6III,13.923457,0
7.82,1.41,0.83,0.337,B2III,13.566095,0
4.17,0.79,0.52,0.13,B1Ia,8.658135,0
6.47,11.76,0.87,1.184,K2/K3III,16.822037,0
6.76,2.39,0.84,0.433,A7II,13.65199,0
9.8,3.03,1.5,0.524,F5/F6V,17.207214,1
9.32,7.88,1.1,0.423,F5V,18.802631,1
7.67,6.81,1.0,0.958,G8III,16.835735,0
6.89,4.7,0.82,0.951,K0III,15.25049,0
6.22,8.89,0.84,1.114,K1IIIvar,15.964508,0
9.11,0.02,1.35,1.267,K2III,5.6151495,0
8.68,2.07,0.8,-0.052,B9V,15.259851,1
9.06,2.39,1.26,0.99,K0III,15.95199,0
9.12,3.97,1.13,0.535,F7V,17.113953,1
8.56,229.33,1.08,1.462,M2V,25.362305,1
7.96,7.76,0.84,0.181,A4V,17.40931,1
8.93,3.77,1.14,1.1,K1/K2III,16.811707,0
8.48,11.58,1.13,0.473,F3V,18.798542,1
8.5,19.39,1.62,0.714,G6V,19.93789,1
8.07,4.95,1.26,0.87,F7V,16.543026,1
7.69,11.72,0.75,0.839,G8IV/V,18.03464,1
8.74,5.79,1.3,0.65,G2V,17.553392,1
6.43,12.71,0.74,0.514,F7.5IV-V,16.950727,1
8.93,4.14,1.24,0.353,F0V,17.015003,1
6.93,6.8,0.86,0.928,G8III,16.092545,0
6.36,6.09,0.53,0.906,G8II/III,15.283087,0
8.98,1.85,1.41,1.217,K1III,15.315859,0
7.53,-0.72,0.91,1.677,G5Ia,11.816663,0
7.22,1.47,0.63,1.651,M2III,13.056587,0
7.43,4.86,0.85,1.271,K1IIICN...,15.86318,0
6.88,1.57,0.84,0.83,F5Iab,12.859499,0
9.29,3.11,1.38,1.068,K1III,16.753803,0
7.48,2.82,1.0,0.944,G8III/IV,14.731245,1
9.07,9.23,1.05,0.503,F7V,18.896008,1
9.2,2.02,0.96,0.161,A4Vs,15.726757,1
9.55,4.85,1.39,0.533,A8IV/V,17.978708,1
5.27,11.26,0.77,0.999,K0III,15.527693,0
8.62,2.87,1.11,0.196,A3V,15.9094095,1
9.43,14.69,3.6,0.896,K1V,20.26511,1
8.57,2.36,0.72,1.081,K0III,15.434559,0
6.99,2.88,0.88,1.382,K3III,14.2869625,0
10.19,3.9,1.68,0.37,F5V,18.145323,1
12.31,18.8,4.99,1.336,M0V:,23.68079,1
7.91,2.71,0.98,1.205,G8III,15.074846,0
8.78,1.37,0.9,0.953,G6III,14.463602,0
9.9,-1.16,2.37,0.33,A0Ib,15.22229,0
8.98,2.35,0.86,1.018,K0III,15.835339,0
